"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YNR067C",111.090583537374,-0.667914581899273,0.426585502615575,-1.56572264599713,0.117413562267736,0.60733327855996
"YOL135C",20.461090401831,1.0210349790291,0.65234501359994,1.56517633727981,0.1175415682299,0.60733327855996
"YOR155C",76.1579175205984,-0.71478544277604,0.456734180517752,-1.56499222800834,0.117584731663464,0.60733327855996
"YFR007W",18.5842597611359,-1.05882331940997,0.677177821234211,-1.56358239476919,0.11791567199014,0.60761084809162
"YKR043C",155.334856151574,0.644871347855425,0.412542671722258,1.56316277577603,0.118014313175733,0.60761084809162
"YOR354C",71.6636169395136,-0.726787505990475,0.464839288612137,-1.56352426267675,0.117929333426764,0.60761084809162
"YBR298C",496.374799184743,-0.645919914254513,0.413492298676312,-1.56210869300893,0.118262385354586,0.608242384909589
"YDR180W",20.1366825868041,1.01280009722807,0.648715138916676,1.56124011367979,0.118467107596614,0.608649864241076
"YOR056C",68.6584587985708,0.757132413645035,0.485345468061261,1.5599865734184,0.118763054119943,0.60952466929283
"YOR145C",45.2315606281372,0.845778549384898,0.544158305403085,1.5542876787636,0.120115811206769,0.615815733988192
"YPR067W",24.7682082803614,-0.941838312154314,0.606304970561255,-1.55340687918566,0.120325960482735,0.61624171947335
"YDR040C",27.1346252115224,0.971950091224738,0.626270782571606,1.55196461063327,0.120670691617943,0.61735533158969
"YLR060W",296.749214492473,0.645746119787281,0.41645942640667,1.55056190073295,0.121006708433896,0.618422061016224
"YLR057W",47.5253990036555,0.77600335366653,0.501166814887168,1.5483933305545,0.121527625999896,0.619778113669292
"YLR312C",32.3000942644157,-0.92467708794753,0.597018816242198,-1.54882402830736,0.12142402771115,0.619778113669292
"YDL025C",116.545957601535,-0.707525363667518,0.457129633675362,-1.54775650394605,0.121680932335707,0.619908111164054
"YDL130W-A",118.569015476947,-0.68805419935943,0.444958718270439,-1.54633266212629,0.122024247646479,0.621004828001492
"YGR017W",38.7623975596743,-0.895511979377403,0.579804500698364,-1.54450677478146,0.122465611301991,0.621396463464701
"YJL010C",39.6423928559517,0.857053914585395,0.55573891086937,1.5421880631764,0.123027899933272,0.621396463464701
"YLR022C",34.7627652049197,0.869154465912944,0.563826282985795,1.54152882215823,0.123188133756644,0.621396463464701
"YMR179W",16.3337354541224,1.09349688562357,0.7094839199073,1.54125675711783,0.123254308835679,0.621396463464701
"YOL129W",92.8319374782772,-0.702076634267427,0.455094671068516,-1.54270458192583,0.122902469671312,0.621396463464701
"YOL086C",4310.4459132378,-0.695948886088292,0.450983343747591,-1.54318090842354,0.122786888155963,0.621396463464701
"YOR383C",35.1061839114974,-0.840832655295106,0.544235159895296,-1.54498040048877,0.122351004214563,0.621396463464701
"YPR108W",195.911831881243,-0.624764273727999,0.40489259062231,-1.54303706266334,0.122821783645935,0.621396463464701
"YPR157W",19.2264474581175,1.05622902229081,0.683902305420196,1.54441506326237,0.122487813179796,0.621396463464701
"YER168C",55.2481185268659,0.765057665409117,0.496884041962313,1.5397106785473,0.123630892708171,0.621620286661524
"YGL196W",83.2604744139469,-0.688682862385065,0.447474788656524,-1.5390428239605,0.123793841949117,0.621620286661524
"YNL138W",226.023343901729,-0.609701063253141,0.39617450279711,-1.53897098109159,0.123811380807223,0.621620286661524
"YPL109C",53.6775557655452,-0.783142252000831,0.508563222851156,-1.5399112967908,0.123581976757796,0.621620286661524
"YHR147C",44.0391977627604,-0.816774511122754,0.531067161551609,-1.53798722695713,0.124051737905789,0.622182966745683
"YNR045W",59.1049752379792,-0.735903865119272,0.478871134011038,-1.53674718071921,0.124355232476541,0.623060823875233
"YDR300C",56.6560944098898,0.783550043798576,0.510801332622652,1.53396241113062,0.125038900413313,0.625839697631132
"YOR303W",172.646538735158,-0.712257449447054,0.464573070774473,-1.53314407195337,0.125240360807171,0.626201804035854
"YAL054C",35.2759861140763,-0.908601756243345,0.592930911888616,-1.53239060070126,0.1254260755193,0.626484517269416
"YDR138W",35.1504436722686,0.828350208038345,0.541858892620908,1.52871941259783,0.126334017709767,0.628430754761407
"YIL107C",113.93958754151,-0.676010842285842,0.442167041331072,-1.52885850616731,0.126299524665935,0.628430754761407
"YLR216C",266.37967734549,-0.596309035586527,0.390044954154266,-1.52882130440452,0.126308749406498,0.628430754761407
"YOL093W",28.1633840981173,0.97442466275984,0.63719437631364,1.52924240856798,0.126204360890396,0.628430754761407
"YJL103C",68.6572275174311,-0.72305244837342,0.473327501017105,-1.52759441786014,0.12661326858607,0.629174541641844
"YIL056W",108.129389835125,0.648094790235423,0.425009313149499,1.52489550271914,0.127285163790826,0.631865961500004
"YAL035W",474.916853303127,0.626993378024981,0.412994191415445,1.51816512449267,0.128972776992415,0.632238595712366
"YBR003W",82.7298391786613,-0.69791345411029,0.458724510695606,-1.52142176368989,0.128154030755099,0.632238595712366
"YCL024W",32.8277938888297,0.841007539423434,0.553438422042052,1.51960454122488,0.128610395879589,0.632238595712366
"YDL202W",40.7741291137117,-0.822435874649859,0.541270175431287,-1.51945536994448,0.128647913780783,0.632238595712366
"YDR023W",372.059519193489,0.687395053914582,0.452274609576012,1.51986213543799,0.128545628668699,0.632238595712366
"YDR174W",160.989154011023,0.632332619743909,0.415669153983874,1.52124018268731,0.128199575103142,0.632238595712366
"YEL012W",50.1563572284926,-0.761028331938114,0.500054617131109,-1.52189042129888,0.128036539667026,0.632238595712366
"YJR048W",335.905780957261,0.576516022868768,0.379825701741517,1.51784363255414,0.129053822634232,0.632238595712366
"YKL126W",176.342788055999,-0.613929230588097,0.403774919238571,-1.520473910925,0.128391910842798,0.632238595712366
"YLL040C",222.229116555364,-0.613053522402204,0.403564534708934,-1.5190966243958,0.128738176293775,0.632238595712366
"YNL221C",62.0910394665995,0.71633861955366,0.471946252780317,1.51783940508815,0.129054888609328,0.632238595712366
"YNR069C",16.8407230121502,-1.17623864163185,0.773767441061,-1.52014491591811,0.12847455803661,0.632238595712366
"YOR221C",79.7650654002267,0.718239621974404,0.471564320323692,1.52310001206493,0.127733685844014,0.632238595712366
"YDR242W",21.6848853498912,-0.959009226120471,0.632700070572978,-1.51574066563954,0.12958494058089,0.632566879554764
"YGR284C",104.748502500085,-0.651530902851322,0.429481986964457,-1.51701566684156,0.129262728564717,0.632566879554764
"YGR285C",318.906881219888,0.726748495613315,0.479500468919276,1.51563667341411,0.129611248466239,0.632566879554764
"YMR226C",248.758726387701,-0.600738747177002,0.396394100531181,-1.51550879887464,0.129643603768543,0.632566879554764
"YBR137W",45.9934007037333,-0.786953256181672,0.52012513355819,-1.51300755415933,0.130277740023739,0.635022149864456
"YPR006C",40.4409651562764,-0.816973718170416,0.540169840707663,-1.51243860097802,0.130422321219535,0.635088612364203
"YDL122W",108.350523005142,0.666550059182127,0.440996639870514,1.51146289771695,0.130670554678098,0.635659167691849
"YPR069C",147.413535353424,0.667579509558392,0.442059363093455,1.5101580586073,0.131003097823541,0.636638301046268
"YPL050C",86.0153837198818,0.682614218476235,0.452222191920252,1.50946643192736,0.13117962741072,0.636858050992987
"YDR122W",159.974141579436,-0.631715647543731,0.419031198777545,-1.50756232325101,0.131666581729789,0.638582921389479
"YBR185C",32.6703610079914,-0.856974387285397,0.569743382892456,-1.50414100982575,0.132545062873831,0.641144710624358
"YDR498C",43.2053062213134,0.78149660677678,0.519431707209752,1.50452233841244,0.132446925997856,0.641144710624358
"YGL077C",194.924887953453,0.604654460644352,0.402041276338929,1.50396115083123,0.132591370052831,0.641144710624358
"YDR237W",54.3910458764939,-0.8080526460503,0.537882269639642,-1.50228533576996,0.13302343416373,0.642593282563836
"YPL243W",113.187749101584,0.637288593337657,0.42509380192569,1.49917168975581,0.133829097363583,0.645841912650128
"YDR515W",31.8409938614004,-0.843329496095891,0.563268365673303,-1.49720727718805,0.134339332420359,0.646679870666248
"YGL143C",33.8306893139359,-0.824116140218668,0.55050859938989,-1.49700865914176,0.134391004941293,0.646679870666248
"YHR204W",42.0073708312081,0.785831903557327,0.524950595300804,1.49696354398271,0.134402744253934,0.646679870666248
"YIL098C",23.8984937779426,-0.921147858758373,0.615874526162586,-1.49567455646834,0.134738483800284,0.647011531120174
"YNL192W",240.437993908954,0.676515131482843,0.452215470648616,1.4960017411888,0.134653201436758,0.647011531120174
"YBR262C",31.504916361858,-0.862727815955201,0.578299026018999,-1.49183688219952,0.135741912517316,0.64939127589596
"YGL055W",327.716997493417,-0.589796903909585,0.395199527198451,-1.49240285809708,0.135593566232394,0.64939127589596
"YGL043W",70.0435872750237,0.696548129788775,0.46676542756283,1.49228732176188,0.135623838946592,0.64939127589596
"YMR097C",56.5857413716824,-0.877195955547007,0.588038907958068,-1.49173114852726,0.135769639950207,0.64939127589596
"YGR074W",17.9222628536836,1.01015097602825,0.678313546276318,1.48920949842974,0.136432210369328,0.651917458415015
"YDR441C",30.5239233016454,0.892018079830688,0.59951893660178,1.48788974854883,0.136779971646158,0.652158178139935
"YER156C",69.5781763297783,0.719650031533955,0.483967965628229,1.48697864867934,0.137020450211256,0.652158178139935
"YML081C-A",74.1937765707361,-0.69075932150054,0.464484992869429,-1.48715099971964,0.136974934340087,0.652158178139935
"YPL247C",209.030682839401,-0.587601798222281,0.395022470830754,-1.48751486715812,0.136878879560646,0.652158178139935
"YOL115W",47.976642794815,0.74236372503776,0.499611152627914,1.48588301348556,0.137310067384829,0.65289590864355
"YKR066C",209.060420976146,-0.59446365883534,0.400367634949892,-1.4847944912174,0.137598271637783,0.653625482314642
"YIR042C",19.2737050829455,-1.1438510515352,0.770954931724483,-1.48368082810835,0.137893614803393,0.653824818879039
"YLL001W",132.549711990108,-0.644024795780377,0.434090230655657,-1.48361964932413,0.137909853549125,0.653824818879039
"YLR274W",68.809634235331,0.75902136393504,0.512106869081286,1.48215423334726,0.138299261043475,0.654391625425223
"YOR042W",169.734970149397,-0.598938640380197,0.404097890597736,-1.48216225403764,0.138297127388162,0.654391625425223
"YCR003W",21.2387578989207,-0.956931191663676,0.64661875059085,-1.47990015877095,0.138899893324782,0.655953731864841
"YIL064W",31.646866485521,0.84932617717602,0.573805975274869,1.48016265736719,0.138829843420898,0.655953731864841
"YBR132C",106.528245685186,-0.690998305005876,0.468616123404088,-1.47455085409007,0.140333336040947,0.65939414058676
"YDL237W",78.7756198792914,-0.661460624211364,0.448769744460686,-1.47394211034944,0.140497178395421,0.65939414058676
"YDR272W",136.413654267634,-0.612422139273724,0.414903227173608,-1.47606019708656,0.139927732859693,0.65939414058676
"YGR086C",1087.35415492018,-0.538011847942418,0.364604580971859,-1.47560364301606,0.140050326588221,0.65939414058676
"YHR183W",779.225352505264,-0.548945128005108,0.371969563509215,-1.4757796923659,0.140003044097478,0.65939414058676
"YLL035W",19.1554292594277,0.991900371111453,0.673131885993949,1.47356022162998,0.140600038171222,0.65939414058676
"YLR290C",40.3238575625013,-0.772412158126334,0.523848585562436,-1.47449507245882,0.140348343454097,0.65939414058676
"YPR026W",101.203617399745,-0.726120506644475,0.492910102699376,-1.47312968971004,0.140716069176762,0.65939414058676
"YOL147C",36.1317067328494,-0.867891676499224,0.589425141931049,-1.47243748995144,0.140902775608944,0.659631719790905
"YDR001C",565.952419080281,-0.545100865788726,0.370708565403873,-1.47042964921746,0.141445426197851,0.66089625920961
"YLR412W",37.2538412140119,0.823526245659839,0.55992260620381,1.47078584885726,0.141349040634045,0.66089625920961
"YFL016C",226.061339860155,-0.580199924724299,0.394781243559299,-1.46967449490074,0.141649933615926,0.661214800805816
"YAL029C",110.145660721934,0.646809229432611,0.440912569507078,1.46697843102028,0.142381922891379,0.662082767040447
"YKL129C",129.121273081759,-0.618909364066456,0.421547121651141,-1.46818548218826,0.142053846680832,0.662082767040447
"YMR093W",20.9826748232196,0.976534281125644,0.665641275781529,1.46705788336082,0.142360309894032,0.662082767040447
"YPR021C",49.2749730415583,-0.7459106017128,0.508207708378699,-1.46772783925775,0.142178165517735,0.662082767040447
"YAL017W",202.173953622022,-0.581430280016982,0.396484390803969,-1.46646449016061,0.142521788348275,0.662098346253962
"YCR011C",264.543195359014,-0.584914626824184,0.39921193210814,-1.46517320696151,0.142873667574598,0.663097883001722
"YIL103W",30.0681888693656,0.879373613822149,0.600404949967641,1.46463418376138,0.143020750398465,0.663145926799765
"YHR066W",17.3060717042103,1.28255003716852,0.876082579447654,1.46396021020887,0.143204820449812,0.663365214118043
"YHL024W",73.702883832214,-0.694347461020958,0.475201848629306,-1.46116321521847,0.14397065529451,0.665007312550833
"YLL023C",119.816616509994,-0.61746361306444,0.422334521835195,-1.46202496159049,0.143734369742853,0.665007312550833
"YOR047C",39.0260556343098,0.786194629929214,0.538047743003144,1.46119863925276,0.143960936376263,0.665007312550833
"YGR247W",37.6784102386135,-0.79843481246967,0.546858854538824,-1.46003819055468,0.14427957819669,0.665137389050373
"YLR020C",60.21963347432,0.692496952698621,0.474135346193639,1.46054698992174,0.144139803026703,0.665137389050373
"YNL131W",105.21938548422,-0.629856907543709,0.431685473956224,-1.45906440115143,0.144547383104968,0.665137389050373
"YNL055C",1037.99322261122,-0.543921631644131,0.372687333096544,-1.45945832697037,0.144439002472572,0.665137389050373
"YFL046W",30.0664552419724,-0.835755150437969,0.573251400705311,-1.45792081695689,0.144862369989956,0.665954971043875
"YJL161W",31.2783845157234,-0.846408431361655,0.581460281746988,-1.45565992713833,0.145486652828225,0.668191539978117
"YDL085C-A",18.0942801899046,0.998435117153421,0.686508102051632,1.45436756561152,0.145844427252758,0.669201014357499
"YHR171W",35.2730849075294,-0.811780691839311,0.558416356084953,-1.45371940308248,0.146024116493941,0.669392216441978
"YDL043C",23.193959052141,0.914425865529303,0.62963819339473,1.45230368030745,0.146417184619665,0.670560288390344
"YBR023C",129.664040113818,0.62960133018162,0.433769674567256,1.45146460690165,0.146650530797165,0.670995353175707
"YKR065C",51.4635436005171,-0.736591275257671,0.508058187198074,-1.4498167607926,0.147109624300906,0.672222344844764
"YMR146C",265.275656275142,0.59971945884624,0.413740151444956,1.44950751516807,0.147195903139204,0.672222344844764
"YDR262W",91.1884244463467,-0.665335712552908,0.459647568132992,-1.44749098805284,0.147759458657895,0.674161217771203
"YMR013C",28.7969993069239,0.836294011113888,0.578192155115344,1.44639460033327,0.148066555498936,0.67492743812955
"YLR056W",325.378302906146,0.57086706125991,0.395471695040331,1.44350927871511,0.148877060590461,0.677348727827143
"YNL306W",72.4609009102253,-0.662486456498307,0.458935305850548,-1.44352907273176,0.148871488810614,0.677348727827143
"YML081W",73.1830349899854,0.665302732195783,0.46120639613454,1.44252711534752,0.149153727859399,0.677971490269995
"YNL050C",27.3616613556773,0.868486091116086,0.602268555421663,1.44202463053718,0.149295425319658,0.677980161798073
"YML087C",16.3835152196411,-1.01653309935535,0.70574553054472,-1.44036774638977,0.149763383831298,0.679469047316929
"YPL072W",16.2016481000143,-1.01559805386538,0.706098621053917,-1.43832323641916,0.150342361859367,0.680822086851477
"YPL031C",88.5270419366552,-0.644267568055875,0.447834418310661,-1.43862897024799,0.150255673745054,0.680822086851477
"YGR171C",25.8211055054963,-0.885604809936346,0.61632572202359,-1.43691035160536,0.150743468197022,0.681771800447513
"YNL104C",693.058022161643,-0.777617693079941,0.541292376412515,-1.43659457802399,0.150833225129934,0.681771800447513
"YGL195W",216.826726667619,0.567098102214188,0.395036936574041,1.4355571586099,0.15112839272714,0.682469929913062
"YKL100C",173.195984846675,-0.583284862307447,0.406578750152211,-1.4346171856967,0.151396214611675,0.683043386852676
"YMR123W",33.3973394758054,0.788333975267258,0.550129808731786,1.43299629061113,0.151858897391892,0.684494100697655
"YDL157C",28.1302553195166,0.869140399783428,0.607346743991599,1.43104479999559,0.152417375919235,0.685130177210815
"YDR358W",145.881793995303,-0.603513510843713,0.421915964415181,-1.43041165005511,0.152598906531988,0.685130177210815
"YHR179W",336.772628367786,-0.625691077260191,0.437441864118455,-1.43034110034507,0.152619144044322,0.685130177210815
"YJR024C",45.0734034389534,0.732295479081302,0.512433920995656,1.4290534819757,0.152988862251405,0.685130177210815
"YOR027W",746.045029378286,-0.53947692282159,0.377496297836764,-1.42909195643256,0.152977805084659,0.685130177210815
"YOR254C",150.85900691969,0.66337198108955,0.463286322458375,1.43188337089134,0.152177202055688,0.685130177210815
"YOR342C",33.0971705603624,0.80060401036834,0.560147194363478,1.42927433793202,0.152925398771783,0.685130177210815
"YDL230W",34.9597210779496,-0.777890574285407,0.545520868857784,-1.4259593329842,0.153880081060744,0.687851053589502
"YJR105W",462.111364219995,0.562047543903194,0.39406938088603,1.42626545264562,0.153791732805633,0.687851053589502
"YFR047C",134.720272327283,-0.728323164415865,0.511333994327843,-1.4243589757283,0.154342583401488,0.689283176332612
"YCR059C",46.9486101683324,0.715526175465622,0.502952052588476,1.42265285882246,0.154836812650101,0.690219247567089
"YDR150W",189.880896359365,-0.59450733115391,0.417787704700349,-1.42298905512385,0.154739328077666,0.690219247567089
"YDR487C",114.846866797492,-0.800785624044007,0.563668140148874,-1.42066859381569,0.155413126883123,0.691109962995433
"YGR078C",40.8576185687819,0.785454188105196,0.553424283893334,1.41926223869241,0.155822576744404,0.691109962995433
"YGR169C-A",36.4218428612421,0.778460507113469,0.548983018596006,1.41800471188406,0.156189389115164,0.691109962995433
"YGR184C",151.956746670265,-0.580732584939588,0.40941657209315,-1.4184393708603,0.15606252792004,0.691109962995433
"YHR113W",101.445717701387,-0.615839180050151,0.434334179143364,-1.41789251139473,0.156222149069646,0.691109962995433
"YHR215W",28.7719614378313,0.833657810721355,0.587713201624022,1.41847725798522,0.156051473747137,0.691109962995433
"YLR386W",60.0041787167791,-0.689768284382877,0.48527944412526,-1.42138368466486,0.155205246959805,0.691109962995433
"YMR222C",28.7824887896977,0.837983600122121,0.591551645449325,1.4165856972397,0.156604092645769,0.691109962995433
"YNR046W",27.5656528022896,0.83617696122072,0.590249997907585,1.41664881691645,0.156585628348753,0.691109962995433
"YPL274W",100.273295976159,-0.814264200610166,0.57368992587724,-1.41934547545882,0.155798320208995,0.691109962995433
"YPL137C",70.2857628132136,0.680880988893721,0.480582918000146,1.41678150302778,0.156546819278082,0.691109962995433
"YDR115W",19.327138287422,-0.982574143123313,0.69462209935744,-1.41454489287376,0.1572019759404,0.693117803009947
"YDR400W",35.0886982495678,0.830064711531028,0.587121637971265,1.41378661225845,0.157424565560053,0.693468794701414
"YMR287C",33.9017075126257,-0.786774188366915,0.556750456986207,-1.41315409533001,0.157610420490959,0.693657476752405
"YDL149W",39.333343794696,-0.752690796180599,0.533125447435962,-1.41184556055357,0.157995440049859,0.69472156322921
"YGL169W",26.1767994786606,0.843140122345239,0.597644781127457,1.41077132934158,0.1583120509149,0.695483194689553
"YMR212C",75.2690084723954,0.657836672641009,0.466933841566843,1.40884342508475,0.158881471424856,0.697353064624935
"YDR171W",862.880716382333,-0.525590837037168,0.37337697723961,-1.40766803813904,0.159229390283928,0.697896356597852
"YJL212C",15.7659961315183,-1.14758504034682,0.815487265762904,-1.40723845549352,0.159356692062819,0.697896356597852
"YPL235W",122.467049112236,0.601921201379846,0.427814486360318,1.40696778760523,0.159436940847509,0.697896356597852
"YER090W",199.453848033184,-0.849500819414285,0.604225361562019,-1.40593373508551,0.159743802703378,0.697979678478725
"YOR347C",133.889477331588,-0.648070203353547,0.460944817007985,-1.40596049557559,0.159735855726808,0.697979678478725
"YPL129W",74.0570668630842,0.637100332850058,0.454091126420309,1.4030230845347,0.160609955282161,0.701132568063441
"YHR003C",67.3586279209086,0.661578024486449,0.471701632480683,1.40253494779572,0.160755562068232,0.701137118732845
"YGR084C",33.0973782351273,-0.774460138539521,0.552644867241735,-1.40137036358425,0.161103349852967,0.702022683546171
"YHR193C",450.917872920503,0.63989265712073,0.457160599066887,1.39971086403076,0.161599919184518,0.702293555595802
"YLL019C",153.263711080198,-0.578190869816262,0.412874831803132,-1.40040231391958,0.161392877505392,0.702293555595802
"YLR251W",44.5688244020054,-0.712862182748348,0.509280848821007,-1.39974276354321,0.161590363064423,0.702293555595802
"YOL097C",123.291066924951,0.733776062451122,0.524450756816137,1.39913243124248,0.161773274016158,0.702417528181168
"YBR122C",49.926702213719,-0.70322916609366,0.503192258168346,-1.3975357424088,0.162252526193238,0.703239277959966
"YPL104W",46.6104154938359,-0.705922651386569,0.505109354106556,-1.39756400400704,0.162244034064072,0.703239277959966
"YDR228C",47.8624850992386,0.698923135527884,0.500712016804003,1.39585852160897,0.162757103335398,0.703540063437326
"YFR049W",70.8227657144075,-0.639513082143134,0.458036459054796,-1.39620562839656,0.162652582299386,0.703540063437326
"YGR215W",18.9887365887495,-0.923867912600562,0.661570674702259,-1.39647651857657,0.162571046844702,0.703540063437326
"YDL029W",224.366077642072,-0.583406978743891,0.419459470327281,-1.39085423029951,0.16426963438705,0.703805412347344
"YDR454C",125.876810035964,0.672626911826657,0.482382191326775,1.39438587062391,0.163201112502407,0.703805412347344
"YFR024C-A",152.373498041459,-0.572509750023145,0.4116092138637,-1.39090606026309,0.164253914866493,0.703805412347344
"YLR008C",24.2294322179426,0.851973170611797,0.611721146795228,1.39274761887052,0.163696123294665,0.703805412347344
"YMR152W",80.7127939934633,-0.630851179716049,0.452600623126943,-1.39383630397502,0.163367042476065,0.703805412347344
"YMR277W",95.2031878355279,0.603320890098422,0.433596393912015,1.39143428905188,0.164093772864713,0.703805412347344
"YNR024W",20.0744205305228,0.908828599068313,0.652322420018541,1.39321993415845,0.163553293524778,0.703805412347344
"YOL083W",28.78993971281,-0.835760073896635,0.600168531771069,-1.39254231045794,0.163758238570749,0.703805412347344
"YOR143C",16.5672035415557,0.987854524517577,0.710066269683552,1.39121454812636,0.164160376960334,0.703805412347344
"YPR154W",82.3969095188782,-0.637722971404904,0.457121373196497,-1.39508456352745,0.162990340537811,0.703805412347344
"YBR288C",55.2395720109893,0.723447947129737,0.520714768882457,1.38933633221577,0.164730500746652,0.704336552599759
"YIL020C",25.1650485788622,0.835452279233833,0.601368186599073,1.38925253754872,0.164755970930336,0.704336552599759
"YNR036C",102.298819449542,-0.598151534731974,0.430631111936016,-1.38901142567899,0.16482927571149,0.704336552599759
"YDR329C",84.5185177539035,-0.64061171592169,0.462032107255362,-1.38650908857212,0.165591507001785,0.706348996445608
"YER012W",172.820003915489,-0.579020096703884,0.417477931710693,-1.38694779465645,0.16545768234034,0.706348996445608
"YOR389W",29.2699825763299,-0.876188452425076,0.632724232993032,-1.38478725286111,0.166117529828723,0.70797014030695
"YGR223C",55.1883630227702,-0.673314277606451,0.48661233164398,-1.38367697203997,0.166457387759005,0.708795724873726
"YNR002C",48.8542995322172,-0.719075099168291,0.51988325559661,-1.38314725744166,0.166619717951507,0.708864589530532
"YGL162W",19.2852793387112,1.01514322087215,0.734541739566541,1.38200889914193,0.166968968664904,0.709253324877492
"YOR246C",91.4419036617631,0.611908354735067,0.442803404815668,1.38189622771712,0.167003566393834,0.709253324877492
"YDR026C",48.9042292734385,0.731709611753707,0.53151747822594,1.37664261614868,0.168622768294379,0.711148196719771
"YGR026W",100.237601500296,-0.593740403567868,0.430763441397094,-1.37834446127134,0.168096962023384,0.711148196719771
"YGR140W",29.2681646269871,0.80073526683078,0.580615252567263,1.37911510813784,0.167859266388896,0.711148196719771
"YJL107C",31.3140854250578,0.838801551515989,0.60794248400091,1.37973833642252,0.167667224695679,0.711148196719771
"YKL145W",318.390041828639,-0.536355376983908,0.389236693330145,-1.37796715000088,0.168213430708346,0.711148196719771
"YPL245W",19.750012715496,0.899193310838676,0.652651591551654,1.37775395399079,0.168279266970059,0.711148196719771
"YPL175W",22.3880195000647,0.863011576840353,0.626795130451917,1.3768638824908,0.168554335576743,0.711148196719771
"YPL119C",24.2518739357701,-0.836975398231521,0.607700556372589,-1.37728259330136,0.168424894755913,0.711148196719771
"YCL016C",21.5950652355934,0.871667506067484,0.633401659887864,1.37616864821889,0.168769426109401,0.711148320269848
"YDR151C",32.8258007172797,0.782250970620142,0.569535293279167,1.3734898957995,0.169600100259279,0.713754001352784
"YPR131C",28.7469235687387,0.830325996258986,0.604653618083438,1.37322587912541,0.169682136816445,0.713754001352784
"YDR172W",288.854501002984,0.55697970850584,0.406360623007859,1.3706537419475,0.170482921328904,0.715635133468196
"YIL164C",23.3765264595819,-0.876277290813167,0.639511787700148,-1.37022852067276,0.170615577935845,0.715635133468196
"YJL080C",275.84792363434,0.572947805352141,0.418242010539594,1.36989539767407,0.170719556582001,0.715635133468196
"YKL021C",52.5946166495616,0.672238924967511,0.490550297043908,1.3703771642143,0.170569196707808,0.715635133468196
"YIL173W",40.0315355257098,0.717595878048552,0.524144885815777,1.36907923260892,0.170974509154772,0.716084947668949
"YIL034C",125.826396764309,-0.584313864042239,0.427006166981292,-1.36839678024566,0.171187911542201,0.716360113010938
"YGR253C",208.386221586708,-0.540482388002668,0.395392356131541,-1.36695204047611,0.171640338608516,0.716724004078563
"YOR384W",38.6494185500519,-0.808751230016222,0.591463037732589,-1.36737408497515,0.171508080948446,0.716724004078563
"YPR172W",53.9789312185896,-0.667413316352795,0.488337982331092,-1.36670367757774,0.171718204688513,0.716724004078563
"YDR233C",337.161639542374,0.53898498702629,0.39467301224548,1.36564946247465,0.172049013721127,0.717487288518886
"YBR161W",30.6120585526198,0.772892587193637,0.56615581771891,1.36515878315565,0.172203149707786,0.717513123782441
"YJR003C",26.3387450693837,0.80427503194108,0.589765130698229,1.36372089511106,0.17265542514318,0.717660310401094
"YMR302C",194.297783805162,-0.54563124138888,0.399920731123935,-1.36434847939851,0.172457914725229,0.717660310401094
"Q0158",26.8549807322802,-0.841711148740969,0.617255340755293,-1.36363526269538,0.172682388090325,0.717660310401094
"YDR061W",62.1340906655845,-0.643822778537003,0.4724442279663,-1.36274874456277,0.172961709754396,0.718205729716456
"YDR100W",53.6555443351636,-0.671582070569029,0.493167348938161,-1.36177318310917,0.173269477174936,0.718397945812306
"YER087W",33.2560273867712,-0.772947737327109,0.567845363530772,-1.3611940626248,0.173452370009528,0.718397945812306
"YIL101C",111.3765612782,-0.584502139427126,0.429325858631629,-1.36144172934303,0.173374136395131,0.718397945812306
"YIL062C",136.578920968556,-0.56523998268926,0.415769023863087,-1.3595047977297,0.173986683219409,0.718950614317713
"YNR054C",23.9355219753377,0.829603980587938,0.610146434578669,1.35968012524864,0.173931170144364,0.718950614317713
"YPL132W",35.6631726189651,-0.76198108721241,0.560541366744116,-1.35936637761161,0.174030519836906,0.718950614317713
"YDR309C",78.9568983789482,0.621652329206206,0.457776696090875,1.35798159782865,0.174469523438446,0.720150798873585
"YMR236W",50.9876442590661,0.668975363284736,0.49290026399004,1.35722257048386,0.174710501226206,0.720334240255757
"YOR035C",83.4206247746807,-0.602255110005592,0.443844313954519,-1.35690621929947,0.174811010470315,0.720334240255757
"YMR182C",33.6401874529489,-0.80338444821528,0.59238640291561,-1.35618313361208,0.175040907076064,0.720669269370891
"YKL194C",30.0819379991478,-0.79065057738824,0.583306629249858,-1.35546304077673,0.175270076296667,0.721000737946423
"YPR103W",248.345561453747,-0.544636998272085,0.402116356569088,-1.35442637280165,0.17560038843601,0.721747359249703
"YFR045W",27.2357229583304,-0.838678121919413,0.619799765937553,-1.3531436570499,0.176009740902632,0.722817310226726
"YMR098C",49.549095491868,-0.668948178774221,0.494770676220919,-1.35203683428387,0.176363532248284,0.723657471577138
"YOR306C",36.5511763069451,0.731238145414693,0.541607442351061,1.35012573357645,0.176975655158927,0.725555306441922
"YFL027C",36.1142210709198,0.750466008081982,0.556665538326509,1.34814526212291,0.177611666050818,0.726933823077189
"YLL024C",2974.59794427987,-0.505256043530764,0.374742124508396,-1.3482766160692,0.177569430266153,0.726933823077189
"YJL063C",47.2055155834847,-0.676479341442007,0.502035719288803,-1.34747253123807,0.177828094418506,0.727139584374288
